ts,cpu_percent,mem_percent,net_in_kbps,label
0,144.75911612318475,84.53926990545482,1132.8763832136917,0
1,148.37551579753574,86.49329611904153,1151.6253521634812,0
2,146.86667687515688,86.86196251110997,1134.5684159954526,0
3,142.91492747834815,90.14273930893172,1127.1191121613265,0
4,144.5216766405767,88.0618620992574,1128.8093514916802,0
5,137.7814550463357,85.32157170901516,1126.225924577626,0
6,141.30544110125618,84.28266092433645,1139.2299292034263,0
7,140.83661100130067,81.68537130196205,1190.9407757168883,0
8,146.4781413284853,79.06753087855793,1197.3782157102291,0
9,141.41824312568392,80.43163065340569,1186.4712673917222,0
10,144.2651407289657,80.51573199423865,1167.1161013597955,0
11,144.02607568739018,79.6188315096972,1162.2997541248785,0
12,143.0644030483731,78.8763852704855,1148.227484789846,0
13,138.95487265273664,77.68190994183283,1155.2407316694773,0
14,140.71063741747264,80.95116932207173,1161.9895772508414,0
15,142.67658810293614,79.41769643791861,1154.9795927141,0
16,147.93951258117553,76.68096971409373,1184.6614589931985,0
17,150.8426651158293,78.15207269513837,1173.5087509506723,0
18,148.91334976350964,77.57293208299029,1171.569655566747,0
19,145.7298297389629,81.47854718693185,1180.9851632814,0
20,141.43083173112333,80.23261220207115,1194.1724629806752,0
21,145.63844161166023,81.71251740520323,1213.1240476474416,0
22,143.07666051599253,83.64965382356775,1219.324236589506,0
23,147.27848079186683,82.36811282812411,1234.8490577702862,0
24,148.60698360725192,80.63555798510492,1224.6257218826663,0
25,149.34602578490518,81.86762457983814,1238.1462848207934,0
26,148.1747543800957,82.76674194853739,1251.4665556060106,0
27,149.91005981190133,79.69880843991442,1273.9131424201128,0
28,149.62477819235127,77.20306783626535,1248.647733205645,0
29,148.2898800751108,71.90294958353526,1234.8127282287949,0
30,150.16583127867386,72.88166013511135,1246.9477796129227,0
31,149.54039124373804,72.16448204156742,1206.9837887074295,0
32,146.97345463382737,71.66824892592265,1214.1919490405605,0
33,148.62530559475687,68.1377313650665,1229.9413860490783,0
34,148.31235037394316,65.82052840495984,1221.174759081894,0
35,149.6866214815583,64.77215165216644,1214.629450152557,0
36,148.26258043762869,63.36503898300373,1198.4549284750915,0
37,144.60373756818666,63.56923217863982,1190.600242723721,0
38,149.80895945572945,64.73616843190345,1183.2117151942948,0
39,154.48027264341937,69.30687252587302,1173.0005750327111,0
40,157.1940889960723,69.32929993467823,1161.9978638348107,0
41,156.12311586760777,71.65256418853039,1158.0252509891432,0
42,155.34316020205256,70.11361688849885,1153.8996845082293,0
43,159.6377719051944,66.91135362400058,1182.1592923715975,0
44,158.74821406618636,66.37868260427456,1176.4184474985366,0
45,157.0440696644169,63.3767628757985,1181.774224448687,0
46,162.8728368477078,63.61817236651821,1173.333043107924,0
47,162.95706204570024,62.28452236033496,1164.7163647131363,0
48,168.5012073622814,58.61484891786544,1139.3896759781865,0
49,164.5527449374125,62.333612516786886,1116.065895568221,0
50,166.35796605289462,61.509155557704744,1098.2115878405548,0
51,172.82188031767308,58.48458341894495,1101.2177068290844,0
52,173.15784585885078,60.52764030716063,1117.6070249655543,0
53,172.60470171308702,59.309280913121704,1091.0459263931612,0
54,169.32870420312582,61.7168712233371,1083.0370326157629,0
55,172.78779652281312,60.46214571036253,1062.7457351318894,0
56,170.67093598216346,59.57387403710936,1058.9751024271586,0
57,170.5584425776877,60.43546972975765,1075.28357710646,0
58,167.00256510376232,61.76953785661833,1068.7279704477928,0
59,171.79424715798262,63.42750358522753,1068.1362141187253,0
60,175.35136201781796,63.340480235427144,1090.0570989922683,0
61,175.31906923904563,64.46017514740338,1096.988074418754,0
62,171.888101387684,65.98291131664938,1085.6181755369012,0
63,176.4958225354119,66.38404959378309,1088.001904824437,0
64,175.3665483988713,66.06725441185533,1075.5571906980035,0
65,171.98847240755168,63.114203046526,1081.8019594201762,0
66,166.60965944247576,64.2200924324277,1089.4396028036094,0
67,164.55076579286643,64.183441576782,1068.8112090422048,0
68,160.03922205982417,63.20858050662813,1071.290820937539,0
69,157.99882727656149,65.59218096011725,1069.355289793906,0
70,160.0385297703822,62.54298998701819,1077.3319270442153,0
71,158.70026612207496,65.61899946136644,1089.5900696531205,0
72,159.54008802558204,65.34719466126344,1096.5245554721557,0
73,157.1312147159457,65.7433616872296,1091.7377858404197,0
74,157.0800086078373,64.70656015096795,1105.4910228461786,0
75,162.59204460696674,61.12174785879267,1092.1444147343964,0
76,161.29591990575744,60.591861594732514,1072.085918366725,0
77,162.20249491141533,61.014638101317,1023.9099047911121,0
78,157.26704389797035,62.12821966308253,1022.6189211840151,0
79,161.60010402238692,61.50489502337066,1010.0684663487796,0
80,159.9564209791708,56.9077521845803,1015.8227203335282,0
81,162.91449822161786,53.63090578814263,986.0607857155903,0
82,162.37302506064694,57.56301276197501,976.1811751784036,0
83,164.0601337902569,55.230311428978325,983.0875944009184,0
84,165.9521728179619,57.96341209152874,967.5190539517556,0
85,164.5023928717655,56.00277968903528,973.5654462532904,0
86,167.71565071018398,55.57540640071247,965.1476458584026,0
87,165.40721716280552,56.79434396451312,964.6240422563035,0
88,167.74101982288815,55.15395507135136,973.5514123525563,0
89,166.6018828957877,58.36986429826864,987.8748466546853,0
90,167.71301821055096,58.58378248327253,989.3246942933614,0
91,166.41949813114644,59.59794310353014,977.2069987978385,0
92,166.69042430919424,59.183727341419896,970.4574141160718,0
93,163.6139725695714,60.64879728090653,980.1593739278286,0
94,164.528575797332,63.97831503430046,965.0125024492837,0
95,164.85466300948315,63.909266866326455,962.535027206953,0
96,163.44626550364728,67.58075560420644,956.9588288879124,0
97,163.50843984731046,66.58482223028228,955.635660380962,0
98,164.14932260685381,68.35188364002535,940.735291773261,0
99,162.5469647542596,69.57682561971255,913.2028397972805,0
100,162.4113554941992,67.69032794147643,921.2646455038038,0
101,159.64536613864303,68.36861381787969,935.977283323262,0
102,166.92927856272718,68.63005900078154,909.3413722679908,0
103,170.34550387439137,67.1625439792675,915.1141340129237,0
104,171.39204443412007,68.10580709048983,931.5891359784355,0
105,175.1204463729317,68.61044933908836,940.7398648362517,0
106,169.37621265015278,68.65879915174636,934.6833358633833,0
107,161.87510571034497,68.69357648732321,920.7028225908161,0
108,160.82486189054768,68.66118533492842,922.0651231465183,0
109,156.8101677136694,68.04678434636376,925.9028972831496,0
110,156.19281006798266,68.418911464052,927.4324688781463,0
111,156.87224145863445,67.19354450819151,924.79291089525,0
112,159.66496390905542,72.53864244653067,908.5846139888077,0
113,156.2501719562298,69.71997595560005,914.9249383584405,0
114,157.41758505931085,68.51902484573196,921.9562768192442,0
115,157.39829266990046,67.44507916771101,924.9061472323021,0
116,158.34836167204145,71.43360706870182,926.4785929807128,0
117,156.66804756585265,68.67233951481882,951.5463370429763,0
118,160.66982361998657,69.37655474533858,942.033025908923,0
119,160.18736540100318,69.70141060173745,961.0826200970786,0
120,165.31638836424204,70.17509150381413,949.8787293514786,0
121,162.73315924681387,72.4357146726545,966.3009247894435,0
122,164.73438302384645,74.6401151493146,984.5741797978176,0
123,164.3165082511252,73.4993321652347,979.9395424157498,0
124,163.08656769392383,73.6406537570216,1004.6072749194611,0
125,164.73284724819786,69.66178322558869,1011.3921467535239,0
126,163.58466034350047,69.60930277550393,997.9823936692868,0
127,155.3520510248274,67.774610612639,992.1233314462476,0
128,145.92457732426485,67.16297642967832,1008.8758967068077,0
129,149.51458556228292,63.56497445721086,1022.4946089921234,0
130,152.99329777954048,64.1626558742675,1006.4119398150525,0
131,158.4617969110359,60.57599477584385,1004.1295564249225,0
132,158.23727989249514,60.70063171573282,1007.010468892876,0
133,154.21174612104903,58.09999116423528,999.2487706912895,0
134,152.831996339168,56.27971084003549,1034.4947682879822,0
135,152.7738109575937,58.49671611746755,1037.907265511404,0
136,149.6902348158713,59.61009054042772,1036.9176211789909,0
137,154.60448002939373,61.87701786036965,1054.7489078874632,0
138,161.32298866832494,64.99647212537222,1049.2707048648806,0
139,162.78930972591462,63.482273666491864,1064.4135979795396,0
140,162.81917995468712,66.54267846024067,1039.460073514662,0
141,159.02673794692208,63.70412607554113,1032.7477217486369,0
142,163.78703788931824,65.31732499855896,1048.6047762782234,0
143,164.16358768731783,64.47827893481146,1072.305371452521,0
144,163.46802676578022,62.78961092322702,1060.8778680311252,0
145,165.10507273907623,64.21207436510835,1047.7240671951179,0
146,163.56000130849023,66.31404057182829,1056.4478268070563,0
147,164.22788507068975,68.37183558795546,1047.3295766261247,0
148,160.1393538491924,69.0404246967847,1043.5397771908338,0
149,163.6473287241508,69.55105260664426,1056.9325658690918,0
150,163.5847620678724,70.85545224517267,1049.0216996120103,0
151,167.31183111690305,71.71364686333567,1019.7909798061037,0
152,166.9551358905793,73.04307184970872,1000.5214265792166,0
153,166.785406095267,73.6899401029698,1000.9096296960604,0
154,163.3757120532252,75.60276599481661,973.1855407118012,0
155,165.86704612866114,72.56041353809727,968.940197608723,0
156,163.43304997386429,72.49139029519692,948.2522735723355,0
157,162.1457151279608,69.89562958119994,973.0232909490137,0
158,162.29648605166088,70.59666298186218,1005.6480592359512,0
159,162.78115685665696,74.00152158749758,989.8961009547482,0
160,157.75532496366196,73.14581095126191,993.8399400829752,0
161,157.12536883606498,73.46277648072342,979.4963455718895,0
162,159.54253844739526,75.00722886596586,974.888090496471,0
163,158.40752434382358,70.8717830024328,1001.9401304158082,0
164,157.70185012578443,69.79608308274527,994.9083232445117,0
165,158.12660680944555,70.4626529324239,990.555299842088,0
166,157.65626658414627,64.57620455345108,976.3249019060142,0
167,154.44372182305545,62.501589313373124,993.3967443170591,0
168,154.1870540866023,64.55567589468326,944.3001144137463,0
169,156.99734132292576,66.3897374218905,937.4862223170778,0
170,153.65028977385208,66.94485016935828,936.6044071977734,0
171,152.3147809490131,68.49718229286312,926.4761840936283,0
172,147.9426287343738,68.70013251887195,939.2021084667616,0
173,150.5279052548052,69.57205300271696,956.9936483952791,0
174,150.00411732709046,68.69403227783462,935.5663423948854,0
175,147.20285195914425,68.67499117655021,966.7179757343188,0
176,147.22898229244518,67.15958393658994,945.1184269018875,0
177,143.37146834055773,69.43983731775346,964.201173819824,0
178,140.03211241513688,72.24408680571823,966.2097199668198,0
179,135.42445358274745,74.7766541642783,958.4269452672785,0
180,132.01205271369372,73.74837348454106,952.0743781657594,0
181,135.89054175842074,71.64730169853846,951.3781625985823,0
182,133.51925449087872,74.02931674634458,954.3324982528447,0
183,134.77030049338072,74.96950178607494,940.3825536168195,0
184,132.14039797958495,75.50567221519422,936.7524559977156,0
185,134.32654028921633,74.14594911764567,925.0999047261434,0
186,131.1858328175553,74.93481527405213,906.8117003511683,0
187,131.2720376454414,72.73278019932908,894.5205458589006,0
188,131.43059157504825,74.00090491148715,877.2709263684691,0
189,138.4454865397272,76.79015726609875,871.0000816326104,0
190,140.39922387253478,80.11470982278172,877.5496666835037,0
191,138.71297075720523,81.62421685865962,879.4527809238315,0
