timestamp,temperature,vibration,label
0,107.73048279583155,7.447165161566885,0
1,106.73316833547156,7.60866227165006,0
2,107.88042307764042,7.837032166566976,0
3,109.2479700683495,7.9484779568289,0
4,107.13398608479899,8.10270596072547,0
5,105.7834338329457,8.332912000795716,0
6,106.13036602401888,8.631956763887457,0
7,105.9228071869008,9.02862590648002,0
8,106.05027516334809,9.129328465126799,0
9,105.1476207041878,9.365150731586443,0
10,106.29535720168147,9.477109857676842,0
11,107.29116899306328,9.527471514804203,0
12,107.40188478553591,9.59355802634146,0
13,108.75457423389754,9.598511345035858,0
14,109.28410648920084,9.57586404768567,0
15,108.19049406487389,9.480735925792466,0
16,108.5405360781146,9.276428225350289,0
17,107.2688787031918,9.031939955220514,0
18,108.17538969930808,8.93657018043056,0
19,107.94354633243037,8.742501899529502,0
20,107.52818778890362,8.501291080284577,0
21,106.49900917923739,8.289908374040914,0
22,107.73880054281214,8.12624471144009,0
23,107.31449583328994,7.901804495842556,0
24,106.5537891394931,7.602606793710178,0
25,105.88056241177861,7.450043763033484,0
26,106.26866696731403,7.325712136143407,0
27,106.46048653734982,7.1185633613681345,0
28,106.71689634022536,6.957587111236014,0
29,107.00662330100074,6.829685668147045,0
30,109.3645372656638,6.708030457077891,0
31,108.68331553872983,6.5636346839744695,0
32,107.89669199014978,6.439570174046258,0
33,106.77253535079987,6.333513654461527,0
34,107.39071240396245,6.124728386569755,0
35,108.65302022756926,6.088327311460254,0
36,108.45382180951634,5.917400724903059,0
37,107.41415508176213,5.822353813093889,0
38,106.42477762293265,5.926639018518536,0
39,107.23696792372145,6.025335586933237,0
40,108.19133439803265,6.206788918975176,0
41,108.93557844765715,6.27751389593846,0
42,108.25796505283873,6.306332242564329,0
43,108.68418800597124,6.434726632251152,0
44,108.99614325063433,6.6148214097246,0
45,109.45209327398157,6.814664214304232,0
46,110.70987096390091,7.117421808986283,0
47,111.20544386526461,7.315778417820083,0
48,112.25900947199052,7.582810506603962,0
49,112.5868176625783,7.750433641850294,0
50,113.1844274081349,8.037125491222408,0
51,114.19263974626975,8.28804064236587,0
52,112.69076606964404,8.474768882504208,0
53,112.54602994105493,8.694771864569868,0
54,112.20884099873766,8.907296047682722,0
55,111.65425073722714,9.09774679371727,0
56,111.51760374302756,9.432977800371116,0
57,113.48346559020305,9.597034393880687,0
58,112.5920976168236,9.725152070518954,0
59,113.87502989626138,9.678354247838149,0
60,111.9480450979807,9.699276587338058,0
61,111.60864453086484,9.740692182248623,0
62,111.83542716439001,9.717302923553657,0
63,112.53889396202113,9.82783953102388,0
64,113.3608869023734,9.783165553593017,0
65,114.25044211574624,9.823779624671406,0
66,113.73951310138983,9.736257067737167,0
67,113.06369269626435,9.618237040722885,0
68,113.94563438832049,9.463503959453433,0
69,113.54413692476834,9.291875385888948,0
70,111.8197896294904,9.235855278860507,0
71,110.24778181630472,8.838223264338891,0
72,108.9171808302687,8.450841361949726,0
73,109.27490439209359,8.16851836442559,0
74,109.19910196817716,7.9229672877794926,0
75,109.77701792592987,7.727509174632007,0
76,109.01364828319743,7.514689683345598,0
77,108.95718260528838,7.237236703114049,0
78,109.46902174700953,7.079890867533745,0
79,108.87054765651116,6.9350482569518865,0
80,109.20661478519857,6.737709727072097,0
81,108.21877994864614,6.621198625598615,0
82,107.61118305907387,6.471077972978986,0
83,107.00546822082342,6.278529965383899,0
84,105.44946239218855,6.213357058575892,0
85,105.94137044147297,6.129747180723918,0
86,105.31562616436264,6.067392899597206,0
87,105.2991401514367,6.153750229973206,0
88,105.87603614212378,5.95768045969,0
89,106.44335250875889,5.8757446814764,0
90,107.30427610839331,5.843240516233521,0
91,107.27855245464026,5.906638592086283,0
92,106.89159273411528,6.007268192433008,0
93,106.94356024648005,6.034311506063617,0
94,105.09069119942463,6.1274311371729535,0
95,103.54767993978935,6.2520875101634985,0
96,102.17250356134558,6.660744593911083,0
97,101.20306561105788,7.032142192564932,0
98,101.92166401416564,7.238071570189805,0
99,101.08180245493467,7.455698214166365,0
100,100.87867385721603,7.6144283615199075,0
101,102.6884142816879,7.712444395590493,0
102,102.5076108236153,7.949807287878915,0
103,103.63149883681544,8.108848460259038,0
104,102.73841586363767,8.329318660560153,0
105,102.70395395057803,8.41336534901819,0
106,101.75745119195776,8.545931099625802,0
107,101.52254377457129,8.729753540944229,0
108,102.67854290497262,8.906679674219395,0
109,100.7267566510698,9.061075684846765,0
110,101.34052395098311,9.04789549377247,0
111,101.68826814264891,9.178731821050386,0
112,101.00676715121192,9.146193840721404,0
113,99.27149772594578,9.196822473889988,0
114,99.32657417980326,9.164492424361368,0
115,98.62872146005961,8.991919955568061,0
116,98.815473986027,8.874165211543298,0
117,98.72069830672712,8.78239605698039,0
118,100.49520361085976,8.683803921965907,0
119,100.03604458419792,8.500592616476155,0
120,98.61432388577927,8.42961122045181,0
121,98.61739149134533,8.298148925749214,0
122,98.65412926927738,8.05035835360316,0
123,100.04628502852626,7.87149876753447,0
124,100.80170521642265,7.779488939148425,0
125,100.97928402027344,7.68566124008246,0
126,102.48458102260831,7.336754782488047,0
127,100.81135205021978,7.015918826394374,0
128,99.80478087988044,6.895842998293435,0
129,98.46563150735973,6.583922271392351,0
130,97.78579658719131,6.266055824347502,0
131,95.9402495028513,6.0336365866191475,0
132,96.53049836533438,5.89532244968291,0
133,96.1162017633634,5.739501347701571,0
134,94.2302359560322,5.566458004141116,0
135,92.91908213092489,5.420062079544888,0
136,93.23283727899806,5.3006136455248,0
137,94.20711020507215,5.198773919832918,0
138,96.60318727510229,5.381304550015004,0
139,100.13130118971026,5.4365843911090135,0
140,100.69105397850852,5.569986584328463,0
141,99.59606716212855,5.623319314537216,0
142,97.15860987917898,5.7294410342903435,0
143,97.62749299944403,5.819986081233166,0
144,96.82389595876586,5.779781688133831,0
145,96.51899095382265,5.863064653258431,0
146,95.9965379513324,5.930278315241514,0
147,96.05484713046681,5.977553855839465,0
148,97.57289273845164,6.120794468935262,0
149,98.00806432658715,6.473504230486892,0
150,98.06836898926933,6.72061580419915,0
151,97.07625095300696,7.074527372313452,0
152,95.31334472656283,7.354119285666623,0
153,94.96864456671449,7.655593322763487,0
154,95.13136374856659,7.810779805973194,0
155,97.46494280124395,8.064759038690122,0
156,97.81479593428385,8.3165798846885,0
157,99.16601562120572,8.442380375004005,0
158,98.7144902684112,8.634772970105754,0
159,97.41355600263877,8.801066244719747,0
160,96.34787481561818,8.84956096268761,0
161,95.54006500704236,8.822200956972999,0
162,98.12570764136373,8.758949645820303,0
163,97.14004362629446,8.765870089174022,0
164,98.1147517153789,8.760551923278003,0
165,96.9687776328074,8.6346883879743,0
166,97.99420632059822,8.544356287622115,0
167,98.33514922599726,8.469000996585185,0
168,97.9995543833551,8.370826888305958,0
